"time","Time","HSShftTq","GenTq","Wind1VelX","RtVAvgxh","BldPitch1","NacYaw","RefGenSpd","GenSpeed","RotSpeed","LSSGagPxa","Azimuth","GenAccel","YawBrTAxp","YawBrTAyp"
5.0000000000000022E-001,5.0000000000000000E-001,3.9678445210976111E+003,3.1921732500000003E+003,1.1000000000000000E+001,1.0495610429172348E+001,1.3356474408991079E+000,0.0000000000000000E+000,5.0038313060796220E+000,7.5059818218627807E+000,7.5605111807667029E+000,2.2806342332320632E+001,2.3098939269962521E+001,2.4186861756365133E+001,7.0952918416420230E-001,-1.0508533819304066E-002
5.1000000000000023E-001,5.1000000000000001E-001,3.9195801582865738E+003,3.0961534999999999E+003,1.1000000000000000E+001,1.0456024946422319E+001,1.3556470885625505E+000,0.0000000000000000E+000,5.0038313060796220E+000,7.5475788843176161E+000,7.5908435319040732E+000,2.3257936918722365E+001,2.3553467751293379E+001,2.5684514858007951E+001,6.6961178667037269E-001,-1.4237958997433396E-003
5.2000000000000024E-001,5.2000000000000002E-001,3.8629091198080159E+003,3.0001317500000000E+003,1.1000000000000000E+001,1.0413910265491022E+001,1.3756471631128178E+000,0.0000000000000000E+000,5.0038313060796220E+000,7.5914520662905645E+000,7.6234285973270843E+000,2.3712097066452905E+001,2.4009885444451996E+001,2.6919434611268443E+001,6.3139192570886649E-001,7.6424456951741972E-003
5.3000000000000025E-001,5.3000000000000003E-001,3.7984406242766604E+003,2.9041089999999999E+003,1.1000000000000000E+001,1.0369647753437816E+001,1.3956474511064960E+000,0.0000000000000000E+000,5.0038313060796220E+000,7.6371760577859638E+000,7.6579231745397314E+000,2.4168947945446298E+001,2.4468317284166471E+001,2.7911631365822149E+001,5.9510310380023657E-001,1.6663630506769368E-002
5.4000000000000026E-001,5.4000000000000004E-001,3.7264627256728077E+003,2.8080892500000000E+003,1.1000000000000000E+001,1.0323644375893924E+001,1.4156470987699394E+000,0.0000000000000000E+000,5.0038313060796220E+000,7.6843578844564844E+000,7.6939639166273164E+000,2.4628587816607038E+001,2.4928867051795255E+001,2.8669316971263338E+001,5.6097573484887753E-001,2.5601491943645235E-002
5.5000000000000027E-001,5.5000000000000004E-001,3.6471104528831015E+003,2.7120675000000001E+003,1.1000000000000000E+001,1.0276327418435070E+001,1.4356471733202063E+000,0.0000000000000000E+000,5.0038313060796220E+000,7.7326105351963204E+000,7.7311727651693136E+000,2.5091092558916543E+001,2.5391616236951350E+001,2.9196554818149892E+001,5.2919899662569370E-001,3.4419005406820462E-002
5.6000000000000028E-001,5.6000000000000005E-001,3.5604079787586434E+003,2.6160445000000000E+003,1.1000000000000000E+001,1.0228139742513813E+001,1.4556474613138843E+000,0.0000000000000000E+000,5.0038313060796220E+000,7.7815515833597759E+000,7.7691613150534495E+000,2.5556514996822369E+001,2.5856623311705835E+001,2.9494888983610721E+001,4.9991899300642045E-001,4.3091624718436805E-002
5.7000000000000028E-001,5.7000000000000006E-001,3.4663357372576493E+003,2.5200247500000000E+003,1.1000000000000000E+001,1.0179533546016742E+001,1.4756471089773282E+000,0.0000000000000000E+000,5.0038313060796220E+000,7.8307982274547996E+000,7.8075357020426424E+000,2.6024884944511243E+001,2.6323923258269495E+001,2.9563015973835846E+001,4.7327376493396867E-001,5.1583917879907161E-002
5.8000000000000029E-001,5.7999999999999996E-001,3.3648730674269500E+003,2.4240030000000002E+003,1.1000000000000000E+001,1.0130966336968982E+001,1.4956471835275944E+000,0.0000000000000000E+000,5.0038313060796220E+000,7.8799659908858439E+000,7.8459013645831606E+000,2.6496209228007885E+001,2.6793527381873364E+001,2.9400071456946414E+001,4.4935566533532134E-001,5.9866782187190631E-002
5.9000000000000030E-001,5.8999999999999997E-001,3.2560208737281582E+003,2.3279817499999999E+003,1.1000000000000000E+001,1.0082899639111096E+001,1.5156471513561558E+000,0.0000000000000000E+000,5.0038313060796220E+000,7.9286705789204381E+000,7.8838676375884020E+000,2.6970471596743920E+001,2.7265423407881791E+001,2.9006950091501476E+001,4.2822403953878824E-001,6.7913819396073771E-002
6.0000000000000031E-001,5.9999999999999998E-001,3.1398354546454980E+003,2.2319587500000002E+003,1.1000000000000000E+001,1.0035796473499717E+001,1.5356474393498345E+000,0.0000000000000000E+000,5.0038313060796220E+000,7.9765284376459595E+000,7.9210522614098666E+000,2.7447632733945024E+001,2.7739575852257595E+001,2.8384519333775351E+001,4.0990985808615465E-001,7.5698043027138659E-002
6.1000000000000032E-001,6.0999999999999999E-001,3.0164351237442397E+003,2.1359389999999999E+003,1.1000000000000000E+001,9.9901310759823367E+000,1.5556470870132773E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.0231608644457886E+000,7.9570856787785926E+000,2.7927630460021014E+001,2.8215926654728221E+001,2.7537055916091255E+001,3.9441011130504350E-001,8.3193531590290165E-002
6.2000000000000033E-001,6.2000000000000000E-001,2.8860182621129352E+003,2.0399172500000000E+003,1.1000000000000000E+001,9.9464178154802205E+000,1.5756471615635443E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.0681967213914607E+000,7.9916152477001186E+000,2.8410380058410240E+001,2.8694396069407770E+001,2.6469972289041923E+001,3.8169392542238167E-001,9.0377691102411339E-002
6.3000000000000034E-001,6.3000000000000000E-001,2.7488583320687958E+003,1.9438945000000001E+003,1.1000000000000000E+001,9.9050953468204224E+000,1.5956474495572226E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.1112779222982088E+000,8.0243092798847169E+000,2.8895774933585180E+001,2.9174883800366445E+001,2.5192816960569505E+001,3.7170222781182161E-001,9.7237492769072467E-002
6.4000000000000035E-001,6.4000000000000001E-001,2.6053181185725753E+003,1.8478747499999999E+003,1.1000000000000000E+001,9.8664562678657965E+000,1.6156470972206662E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.1520624437597320E+000,8.0548610623114296E+000,2.9383687439415667E+001,2.9657270381140354E+001,2.3716154256951825E+001,3.6436683591185426E-001,1.0375962879460590E-001
6.5000000000000036E-001,6.5000000000000002E-001,2.4558438539258136E+003,1.7518528750000000E+003,1.1000000000000000E+001,9.8307711350958566E+000,1.6356471717709329E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.1902289476854158E+000,8.0829919721082018E+000,2.9873970031861063E+001,3.0141418768102600E+001,2.2053780237232214E+001,3.5956955868714452E-001,1.0993645636378556E-001
6.6000000000000036E-001,6.6000000000000003E-001,2.3009507043103035E+003,1.6558301250000000E+003,1.1000000000000000E+001,9.7983493741776400E+000,1.6556474597646109E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.2254819083920836E+000,8.1084540000157581E+000,3.0366456633003789E+001,3.0627176106717489E+001,2.0222572717622036E+001,3.5714821280130460E-001,1.1575069267863665E-001
6.7000000000000037E-001,6.7000000000000004E-001,2.1412274272442751E+003,1.5598103750000000E+003,1.1000000000000000E+001,9.7694689984252996E+000,1.6756471074280550E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.2575540254810882E+000,8.1310322981061596E+000,3.0860964246658284E+001,3.1114375647215724E+001,1.8240164922194104E+001,3.5692529175687854E-001,1.2118963160431961E-001
6.8000000000000038E-001,6.8000000000000005E-001,1.9773274061568286E+003,1.4637885000000001E+003,1.1000000000000000E+001,9.7443682522315545E+000,1.6956471819783212E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.2862100168755362E+000,8.1505474236775104E+000,3.1357294802623429E+001,3.1602838801052918E+001,1.6126843814936258E+001,3.5870367660314856E-001,1.2624321048867765E-001
6.9000000000000039E-001,6.9000000000000006E-001,1.8099535885964924E+003,1.3677672500000001E+003,1.1000000000000000E+001,9.7232427844381561E+000,1.7156471498068824E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.3112506689726864E+000,8.1668571069485356E+000,3.1855237175365630E+001,3.2092377320056976E+001,1.3905338006396489E+001,3.6226539330450336E-001,1.3090902833831625E-001
7.0000000000000040E-001,7.0000000000000007E-001,1.6398599235142442E+003,1.2717443750000000E+003,1.1000000000000000E+001,9.7062437629048279E+000,1.7356474378005606E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.3325140141629106E+000,8.1798574988344566E+000,3.2354569379594516E+001,3.2582795567059918E+001,1.1598301533290233E+001,3.6737388393592135E-001,1.3517949796511916E-001
7.1000000000000041E-001,7.0999999999999996E-001,1.4678330799911180E+003,1.1757246250000001E+003,1.1000000000000000E+001,9.6934761710308592E+000,1.7556470854640041E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.3498785907091602E+000,8.1894840364673094E+000,3.2855060938689981E+001,3.3073892848815746E+001,9.2308970095905050E+000,3.7377986795532753E-001,1.3904975517843748E-001
7.2000000000000042E-001,7.1999999999999997E-001,1.2946900348518100E+003,1.0797028749999999E+003,1.1000000000000000E+001,9.6849971658513567E+000,1.7756471600142705E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.3632640711535249E+000,8.1957118117931280E+000,3.3356475295534132E+001,3.3565465787757297E+001,6.8278654146595867E+000,3.8122066835697066E-001,1.4251677815560029E-001
7.3000000000000043E-001,7.2999999999999998E-001,1.1212568732713680E+003,9.8367950000000008E+002,1.1000000000000000E+001,9.6808159402387339E+000,1.7956474480079496E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.3726336777784347E+000,8.1985554779774539E+000,3.3858572395201207E+001,3.4057310699674979E+001,4.4159681663898240E+000,3.8942540164238537E-001,1.4557892059607619E-001
7.4000000000000044E-001,7.3999999999999999E-001,9.4836775318600542E+002,8.8766174999999998E+002,1.1000000000000000E+001,9.6808929685251854E+000,1.8156467755062751E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.3779934529914133E+000,8.1980686927481088E+000,3.4361111236485172E+001,3.4549225954230174E+001,2.0205616718947930E+000,3.9811616279825307E-001,1.4823491854662424E-001
7.5000000000000044E-001,7.5000000000000000E-001,7.7685484633474528E+002,7.9163687500000003E+002,1.1000000000000000E+001,9.6851409971042859E+000,1.8356474903867770E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.3793921137702494E+000,8.1943431111877540E+000,3.4863852481813765E+001,3.5041014286167837E+001,-3.3287984218872396E-001,4.0701138811810283E-001,1.5048399067506593E-001
7.6000000000000045E-001,7.6000000000000001E-001,6.0752097787228524E+002,6.9561612500000001E+002,1.1000000000000000E+001,9.6934268144691664E+000,1.8556473514936320E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.3769226892068165E+000,8.1875069341082156E+000,3.5366561051862277E+001,3.5532485034037236E+001,-2.6174527834202848E+000,4.1582985513542037E-001,1.5232696406849738E-001
7.7000000000000046E-001,7.7000000000000002E-001,4.4115757801640723E+002,5.9959737500000006E+002,1.1000000000000000E+001,9.7055723007826700E+000,1.8756467857136645E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.3707176915689274E+000,8.1777230442282018E+000,3.5869008606749126E+001,3.6023456280245874E+001,-4.8109424632938262E+000,4.2429313255182971E-001,1.5376296443173521E-001
7.8000000000000047E-001,7.8000000000000003E-001,2.7851012679226005E+002,5.0357249999999999E+002,1.1000000000000000E+001,9.7213564876052381E+000,1.8956475005941655E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.3609506125885051E+000,8.1651866779608895E+000,3.6370976053336086E+001,3.6513756861708558E+001,-6.8884458892673610E+000,4.3212400665422324E-001,1.5479135972406474E-001
7.9000000000000048E-001,7.9000000000000004E-001,1.2027612930467129E+002,4.0755171875000002E+002,1.1000000000000000E+001,9.7405186261327774E+000,1.9156473617010206E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.3478331772529675E+000,8.1501230528224013E+000,3.6872255814235871E+001,3.7003228243677540E+001,-8.8279917883217554E+000,4.3906581224739105E-001,1.5541571740603699E-001
8.0000000000000049E-001,8.0000000000000004E-001,-3.2890705868721312E+001,3.1153296875000001E+002,1.1000000000000000E+001,9.7627614952482773E+000,1.9356467959210530E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.3316106317361189E+000,8.1327840743340616E+000,3.7372654054472498E+001,3.7491726220624408E+001,-1.0610842552014701E+001,4.4485513302861768E-001,1.5563187449511770E-001
8.1000000000000050E-001,8.1000000000000005E-001,-1.8040351158770196E+002,2.1550809375000000E+002,1.1000000000000000E+001,9.7877540539292944E+000,1.9556475108015541E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.3125615035708496E+000,8.1134457888735483E+000,3.7871992686116407E+001,3.7979122440682666E+001,-1.2217283609719280E+001,4.4926892937931134E-001,1.5544610004892365E-001
8.2000000000000051E-001,8.2000000000000006E-001,-3.2174992264341131E+002,1.1948730468750000E+002,1.1000000000000000E+001,9.8151374963473934E+000,1.9756473719084091E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.2909935096633607E+000,8.0924040928382830E+000,3.8370111199908102E+001,3.8465305729682022E+001,-1.3631085086975913E+001,4.5206719979193655E-001,1.5485356936176795E-001
8.3000000000000052E-001,8.3000000000000007E-001,-4.5647823237988337E+002,2.3468572265624999E+001,1.1000000000000000E+001,9.8445277526209107E+000,1.9956468061284416E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.2672379123389543E+000,8.0699717747961284E+000,3.8866868274645839E+001,3.8950183192747623E+001,-1.4839806213454352E+001,4.5305462013025205E-001,1.5386001673135605E-001
8.4000000000000052E-001,8.3999999999999997E-001,-5.8421893072671287E+002,0.0000000000000000E+000,1.1000000000000000E+001,9.8755197843384810E+000,2.0156475210089422E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.2416482658369290E+000,8.0464751847099514E+000,3.9362143185197127E+001,3.9433681125024108E+001,-1.5830514293164979E+001,4.5207941348368041E-001,1.5247302801002419E-001
8.5000000000000053E-001,8.4999999999999998E-001,-6.5804483247881501E+002,0.0000000000000000E+000,1.1000000000000000E+001,9.9077283321083520E+000,2.0356473821157968E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.2086194811258650E+000,8.0222129808999618E+000,3.9855642365949258E+001,3.9915745610974227E+001,-2.1931391885574207E+001,4.4937580731115062E-001,1.4787969514521970E-001
8.6000000000000054E-001,8.5999999999999999E-001,-7.0567327424269843E+002,0.0000000000000000E+000,1.1000000000000000E+001,9.9407582326540904E+000,2.0556468163358308E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.1724784336365897E+000,7.9974927456655687E+000,4.0347141952596488E+001,4.0396337235472416E+001,-2.2620780849466172E+001,4.4454046253575558E-001,1.4478070575387428E-001
8.7000000000000055E-001,8.7000000000000000E-001,-7.3592402484760999E+002,0.0000000000000000E+000,1.1000000000000000E+001,9.9742135993882428E+000,2.0756475312163305E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.1351245201223605E+000,7.9726180709553258E+000,4.0836373994439590E+001,4.0875440799693109E+001,-2.2835349972192589E+001,4.3737181568126299E-001,1.4126156566288731E-001
8.8000000000000056E-001,8.8000000000000000E-001,-7.4729695378792405E+002,0.0000000000000000E+000,1.1000000000000000E+001,1.0007665530488548E+001,2.0956473923231864E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.0967046805436205E+000,7.9479227200491573E+000,4.1323328794922247E+001,4.1353055433497815E+001,-2.3193714839038108E+001,4.2780997738408161E-001,1.3704720910143905E-001
8.9000000000000057E-001,8.9000000000000001E-001,-7.4317212988967276E+002,0.0000000000000000E+000,1.1000000000000000E+001,1.0040695537433255E+001,2.1156468265432187E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.0580812900222707E+000,7.9237287918311345E+000,4.1807973632257166E+001,4.1829201612522176E+001,-2.3068984394958772E+001,4.1576358543157527E-001,1.3244146820290231E-001
9.0000000000000058E-001,9.0000000000000002E-001,-7.2643344448834387E+002,0.0000000000000000E+000,1.1000000000000000E+001,1.0072890636234906E+001,2.1356475414237197E+000,0.0000000000000000E+000,5.0038313060796220E+000,8.0200172939280279E+000,7.9003524285866860E+000,4.2290311642773460E+001,4.2303919186889409E+001,-2.2551113261419204E+001,4.0117339862002199E-001,1.2744916233258133E-001
9.1000000000000059E-001,9.1000000000000003E-001,-6.9911386893090707E+002,0.0000000000000000E+000,1.1000000000000000E+001,1.0103847657330505E+001,2.1556474025305747E+000,0.0000000000000000E+000,5.0038313060796220E+000,7.9830988346166398E+000,7.8781012317905112E+000,4.2770397520089801E+001,4.2777266419963453E+001,-2.1703510049250287E+001,3.8400568492511333E-001,1.2207840147316840E-001
9.2000000000000060E-001,9.2000000000000004E-001,-6.6288098924599024E+002,0.0000000000000000E+000,1.1000000000000000E+001,1.0133179999181396E+001,2.1756468367506074E+000,0.0000000000000000E+000,5.0038313060796220E+000,7.9478299439544173E+000,7.8572686670688920E+000,4.3248315696730515E+001,4.3249319701588725E+001,-2.0578189671218084E+001,3.6426990981331958E-001,1.1633266337346329E-001
9.3000000000000060E-001,9.3000000000000005E-001,-6.1909923222755549E+002,0.0000000000000000E+000,1.1000000000000000E+001,1.0160524641911330E+001,2.1956475516311085E+000,0.0000000000000000E+000,5.0038313060796220E+000,7.9146375803333280E+000,7.8381288744006046E+000,4.3724178125375538E+001,4.3720172480477181E+001,-1.9217731505912468E+001,3.4191629131289830E-001,1.1019076548885956E-001
9.4000000000000061E-001,9.4000000000000006E-001,-5.6887360951509072E+002,0.0000000000000000E+000,1.1000000000000000E+001,1.0185538120091573E+001,2.2156474127379635E+000,0.0000000000000000E+000,5.0038313060796220E+000,7.8838842442958574E+000,7.8209391493098757E+000,4.4198120549924923E+001,4.4189934148292465E+001,-1.7656518102444025E+001,3.1728299927985443E-001,1.0375411777163659E-001
9.5000000000000062E-001,9.5000000000000007E-001,-5.1318314422620278E+002,0.0000000000000000E+000,1.1000000000000000E+001,1.0207912957805712E+001,2.2356468469579958E+000,0.0000000000000000E+000,5.0038313060796220E+000,7.8558781973728404E+000,7.8059284816098469E+000,4.4670298855793760E+001,4.4658728706053601E+001,-1.5925167600586647E+001,2.9015792468048596E-001,9.6930314205063803E-002
9.6000000000000063E-001,9.5999999999999996E-001,-4.5530475031970821E+002,0.0000000000000000E+000,1.1000000000000000E+001,1.0224768616920706E+001,2.1491792133865735E+000,0.0000000000000000E+000,5.0038313060796220E+000,7.8308153666394889E+000,7.7929282330169292E+000,4.5140885872432818E+001,4.5126683038862950E+001,-1.4125726762769304E+001,2.6433333567990691E-001,8.9920452685561050E-002
9.7000000000000064E-001,9.6999999999999997E-001,-3.9321454028082167E+002,0.0000000000000000E+000,1.1000000000000000E+001,1.0240706322626144E+001,2.1556469756437524E+000,0.0000000000000000E+000,5.0038313060796220E+000,7.8088861410379353E+000,7.7824662781292391E+000,4.5610057826764688E+001,4.5593932955929390E+001,-1.2195315987251302E+001,2.3256517221150022E-001,8.2428696701855708E-002
9.8000000000000065E-001,9.7999999999999998E-001,-3.2857354096527763E+002,0.0000000000000000E+000,1.1000000000000000E+001,1.0252900255182656E+001,2.1401576007100429E+000,0.0000000000000000E+000,5.0038313060796220E+000,7.7902157478088174E+000,7.7745270308984429E+000,4.6078016169849484E+001,4.6060629683242688E+001,-1.0185483799396605E+001,2.0550266999228575E-001,7.4765213111776599E-002
9.9000000000000066E-001,9.8999999999999999E-001,-2.6152160178305610E+002,0.0000000000000000E+000,1.1000000000000000E+001,1.0261368339818913E+001,2.1201581664900124E+000,0.0000000000000000E+000,5.0038313060796220E+000,7.7749730061478060E+000,7.7693171092260087E+000,4.6544953471288103E+001,4.6526931150101937E+001,-8.1007681841690626E+000,1.7291286138961723E-001,6.6724182128624895E-002
1.0000000000000007E+000,1.0000000000000000E+000,-1.9278378050277078E+002,0.0000000000000000E+000,1.1000000000000000E+001,1.0266266053893332E+001,2.1001574516095105E+000,0.0000000000000000E+000,5.0038313060796220E+000,7.7632446154019989E+000,7.7669021677716943E+000,4.7011082521868801E+001,4.6993003466393048E+001,-5.9636140027879074E+000,1.4015921752854710E-001,5.8507341692136339E-002
